Smiles,EC50 (nM),values
CN(C)c1ccc(C(C/C(=N\O)c2ccncc2)c2ccccc2)cc1,45.0,1.0
CO[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCC(=O)N3CCCC3)CC[C@@H]12,1900.0,0.0
C[C@H](CCC(=O)N1CCCC1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,5080.0,0.0
CCNS(=O)(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H](C(C)C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,68.59,1.0
CCCNC(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H](C(C)C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,26.88,1.0
CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,10.06,1.0
C[C@H](CCO)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,24400.0,0.0
COc1ccc(C(C)(C)c2cnc(SCCOc3ccc(-n4cccc4)cc3)n2-c2ccc(F)cc2)cc1OC,7.8,1.0
N#CC(NCc1cnccc1-c1c(F)cccc1F)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,51.0,1.0
CO[C@@H]1C[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)NC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CC[C@H]3[C@H]12,33.3,1.0
O=C([C@@H]1CCN1Cc1cc(Cl)ccc1Cl)N1CCN(C2CC2)c2ccccc21,1000.0,0.0
CCc1nnn(-c2cccc(OC)c2)c1C(=O)N(C)c1ccc(Cl)cc1,2.1,1.0
COCOC(=O)c1coc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)cc12,4.7,1.0
CO[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCC#N)CC[C@@H]12,1380.0,0.0
C[C@H](CCC(N)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,3050.0,0.0
O=C(O)CCNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl,8000.0,0.0
COc1ccc(SCc2cnc([S+]([O-])Cc3c(F)cc(C(=O)O)cc3F)n2-c2ccc(F)cc2)cc1OC,44900.0,0.0
COc1ccc(C2(C)CCCc3nc(SCc4c(F)cccc4Cl)n(-c4ccc(F)cc4)c32)cc1OC,10.0,1.0
COc1cc(C2(C)CCCc3nc(SCc4ncccn4)n(-c4ccc(F)cc4)c32)ccc1Cl,1880.0,0.0
O=C(O)c1ccc2c(c1)Oc1ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)nc1C1(CC1)C2,1.37,1.0
C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,13600.0,0.0
O=C(O)Cc1coc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)cc12,1358.0,0.0
COc1ccc(N(C)c2cnc(SCc3c(F)cccc3F)n2-c2ccccc2)cc1OC,5.1,1.0
O=C(O)c1coc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)cc12,1673.0,0.0
C[C@H](C[C@H](C)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,4390.0,0.0
CC[C@H]1[C@@H](O)[C@@H]2[C@H](C[C@@H](O)[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,62000.0,0.0
Cc1onc(-c2ccccc2Cl)c1C(=O)N(C)c1ccccc1,3981.07,0.0
Cc1onc(-c2ccccc2Cl)c1C(=O)N(C)c1ccccc1Cl,1995.26,0.0
COc1ccccc1N(C)C(=O)c1c(-c2ccccc2Cl)noc1C,2511.89,0.0
Cc1cc(N(C)C(=O)c2c(-c3ccccc3Cl)noc2C)ccc1Cl,63.1,1.0
CCc1onc(-c2ccccc2Cl)c1C(=O)N(CC)c1ccc(Cl)cc1,10.0,1.0
Cc1cc(/C(C[C@@H](c2ccc(-c3ccc(C(=O)O)cc3)cc2)c2ccccc2C)=N/O)ccn1,57.0,1.0
COc1ccc(C(C)(C)c2cnc(SCc3c(F)cccc3Cl)n2-c2ccc(F)cc2)cc1OC,17.08,1.0
Cc1c(/C=C/C(=O)NCC(=O)O)oc2ccc(Cl)c(C(=O)Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)c12,34.0,1.0
O=C(c1cnccc1Oc1ccc2cccnc2c1)N1CCN(C2CC2)c2ccccc21,59.0,1.0
O=C(CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl)NCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl,25000.0,0.0
CN1CCN(C(=O)C2(C(=O)Nc3cc(Cl)ccc3Cl)CC2)c2ccccc21,5.1,1.0
COc1cccc(-n2nnc(C3CC3)c2C(=O)N(C)c2ccc(Cl)cc2)c1,1.9,1.0
C[C@H](CC#N)[C@H]1CC[C@H]2[C@@H]3C[C@@](O)(c4ccccc4)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4580.0,0.0
Cc1ccnc(N2CCC[C@@H](C(=O)NCCc3ccc(Cl)cc3)C2)n1,60.0,1.0
CCC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N(Cc1cnccc1-c1ccccc1)C(=O)c1ccco1,1230.0,0.0
C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1180.0,0.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4890.0,0.0
O=C(c1cncn1Cc1ccc(Cl)cc1Cl)N1CCN(C2CC2)c2ccccc21,6.8,1.0
NCCCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl,63.1,1.0
COCC(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H](C(C)C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,25.25,1.0
CCCC(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H](C(C)C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,2610.0,0.0
COc1cc(C2CCCc3nc(SCc4cc(F)ccc4F)n(-c4ccc(F)cc4)c32)ccc1Cl,7415.0,0.0
CSCOC(=O)c1coc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)cc12,7.0,1.0
O=C(O)c1coc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)cc12,6052.0,0.0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(C(=O)O)cc1,6670.0,0.0
CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(N)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,30.7,1.0
CSc1ncc(C(=O)N2CCN(C)c3ccccc32)c(Oc2cc(Cl)ccc2Cl)n1,12.0,1.0
C[C@H](CCCCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,17200.0,0.0
CO[C@@H]1C[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H]([C@H](C)CCc4nnc(C)o4)CC[C@H]3[C@H]12,5.59,1.0
CN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)CCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl,25.12,1.0
CN1CCN(c2cc(N3CC[C@@H]3C(=O)NCCc3ccc(C#N)cc3)nc(C(F)(F)F)n2)CC1,3540.0,0.0
COc1ccc(C2(C)CCCc3nc(SCc4c(F)cncc4F)n(-c4ccc(F)cc4)c32)cc1OC,50.0,1.0
COc1ccc(C(C)(C)c2cnc(SCCOCc3cccc(C#N)c3)n2-c2ccc(F)cc2)cc1OC,21.6,1.0
CCCC(CCC)n1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)nc2ccc(C(=O)O)cc21,1.8,1.0
CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CCC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,26.69,1.0
COc1ccc(C(C)(C)c2cnc(SCCOc3ccc(-c4nccs4)cc3)n2-c2ccc(F)cc2)cc1OC,31.5,1.0
COC(=O)c1cccc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)c1,2060.0,0.0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2cccc(C(=O)O)c2)cc1,1400.0,0.0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(COc2cccc(C#N)c2)cc1,5400.0,0.0
COC(=O)c1cccc(OCc2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)c1,1150.0,0.0
COc1ccc(C(C)(C)c2cnc(SCCOCc3cccc(Cl)c3)n2-c2ccc(F)cc2)cc1OC,17.2,1.0
O=C(c1cncn1Cc1ccccc1)N1CCN(C2CC2)c2ccccc21,3500.0,0.0
COc1ccc(-n2c(N(C)c3ccc(OC)c(OC)c3)cnc2SCc2c(F)cccc2F)cc1,7745.0,0.0
CS(=O)(=O)c1ccc(CC2CCC(c3c(C(=O)N4CCC(c5ccc(F)cc5)C4)cnn3-c3ccc(F)cc3)CC2)cc1,7.0,1.0
CO[C@@H]1C[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)N(C)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CC[C@H]3[C@H]12,62.3,1.0
C[C@H](CC#N)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2650.0,0.0
C[C@H](CCC(=O)N1CCCC1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,17200.0,0.0
C[C@H](CCC(=O)N1CCCC1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1600.0,0.0
COc1ccc(N(C)c2cnc(SCc3c(F)cccc3F)n2-c2ccc(F)c(Cl)c2)cc1OC,2.0,1.0
COc1ccc([C@H]2CCCc3nc(SCc4c(F)cccc4Cl)n(-c4ccc(F)cc4)c32)cc1OC,9390.0,0.0
COc1ccc(N(C)c2c(CCC(=O)O)nc(SCc3c(F)cccc3F)n2-c2ccc(F)cc2)cc1OC,1935.0,0.0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1cccc(CO)c1,4370.0,0.0
COc1ccc([C@@H]2CCCc3nc(SCc4c(F)cccc4Cl)n(-c4ccc(F)cc4)c32)cc1OC,3400.0,0.0
COc1ccc(N2CCN(C(=O)c3cncn3[C@H](C)c3ccccc3)CC2)cc1,4.39,1.0
C[C@H](CCC(=O)NS(C)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,19900.0,0.0
C[C@H](CC#N)[C@H]1CC[C@H]2[C@@H]3C[C@](C)(O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,6900.0,0.0
COc1cccc(C2CCCc3nc(SCc4c(F)cccc4Cl)n(-c4ccc(F)cc4)c32)c1,2780.0,0.0
COc1cc(C2CCCc3nc(SCc4c(F)cccc4Cl)n(-c4ccc(Cl)cc4)c32)ccc1Cl,18550.0,0.0
CC(=O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,13.11,1.0
COc1ccc(C(C)(C)c2cnc(SCCOc3ccccc3)n2-c2ccc(F)cc2)cc1OC,38.0,1.0
C[C@H](O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.07,1.0
COc1ccc(C(C)(C)c2cnc(SCCOCc3c(F)cccc3F)n2-c2ccc(F)cc2)cc1OC,14.4,1.0
O=C(O)c1cc(O)cc(OCc2ccc3ccccc3n2)c1,20000.0,0.0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1cccc(C#N)c1,10170.0,0.0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(S(C)(=O)=O)cc1,1090.0,0.0
Fc1ccccc1-c1ccncc1CN1C(c2ccco2)=NOC1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,15.0,1.0
COc1ccc(C(C)(C)c2cnc(SCCOCc3ccc(C#N)cc3)n2-c2ccc(F)cc2)cc1OC,2.3,1.0
CC(C)[C@]1(O)C[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CC#N)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@H]21,2780.0,0.0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1cccc(C(=O)O)c1,19740.0,0.0
Cc1c(Cl)cccc1OCCCC(=O)N1CCCc2c(-c3cnn(Cc4c(F)cc(C(=O)NCCS(=O)(=O)O)cc4Cl)c3)cccc21,23.0,1.0
CC1(C)[C@H](OC(=O)NC2CC2)CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H]([C@@]6(C)CO6)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,18.63,1.0
Cc1noc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)cc12,0.43,1.0
N#Cc1cc(F)ccc1N(C(=O)COc1cccc2cnccc12)c1ccc(F)cc1Cl,7370.0,0.0
CC(=O)c1cc(C(=O)N2CCN(C3CC3)c3ccccc32)ccc1O,2.3,1.0
CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1,2500.0,0.0
Cc1ccc2nc(CNCCCOc3ccccc3)cc(O)c2c1,4.2,1.0
O=C(O)c1cccc(OCc2ccc3ccccc3n2)c1,3000.0,0.0
CCCCCOc1cccc(OCc2ccc3ccccc3n2)c1,1800.0,0.0
OCc1cccc(OCc2ccc3ccccc3n2)c1,7400.0,0.0
CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)CO)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,26.96,1.0
CNS(=O)(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H](C(C)C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,45.37,1.0
O=C(O)c1ccc(OCc2ccc3ccccc3n2)cc1,16500.0,0.0
COc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc(OC)c(OC)c3)CC2)cc1OC,1000.0,0.0
CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CCCC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,29.19,1.0
CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)Nc6ccc(F)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,1506.0,0.0
CCNC(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H](C(C)C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,13.04,1.0
CCCOc1cccc(OCc2ccc3ccccc3n2)c1,1000.0,0.0
OCc1cc(O)cc(OCc2ccc3ccccc3n2)c1,23000.0,0.0
O=C(c1ccncc1Oc1cc(Cl)ccc1Cl)N1CCCc2ccccc21,7.0,1.0
O=C(O)CCc1cc(Cl)c(Oc2ncccc2C(=O)N2CCCc3ccccc32)cc1Cl,47.0,1.0
O=C(O)CNC(=O)CCc1cc(Cl)c(Oc2ncccc2C(=O)N2CCCc3ccccc32)cc1Cl,63.0,1.0
O=C(c1cccnc1Oc1cc(Cl)ccc1Cl)N1CCN(C2COC2)c2ccccc21,14.0,1.0
Cc1ccccc1[C@H](C/C(=N/O)c1ccc(=O)n(C)n1)c1ccc(Br)cc1,6.0,1.0
Fc1ccccc1-c1ccncc1CN1C(c2ccco2)=NOC1c1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl,5.6,1.0
CNC(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@H]5[C@H](C(C)C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,17.81,1.0
C/C(=N\OCc1cc(C(=O)O)ccc1C#N)c1ccc(OCc2c(-c3ccccc3OC(F)(F)F)noc2C2CC2)cc1Cl,36.1,1.0
Cc1cc(NC(=O)c2cc(Cl)c(Oc3ncccc3C(=O)N3CCCc4ccccc43)cc2Cl)sc1C(=O)O,26.0,1.0
O=C(NCCO)c1cc(Cl)c(Oc2ncccc2C(=O)N2CCCc3ccccc32)cc1Cl,68.0,1.0
C/C(=N\OCc1cc(C(=O)O)ccc1C#N)c1ccc(OCc2c(-c3c(Cl)cccc3Cl)noc2C2CC2)cc1Cl,45.2,1.0
C[C@H](c1ccccc1)n1cncc1C(=O)N(C)c1ccc(F)cc1,1.05,1.0
C[C@H](c1ccccc1)n1cncc1C(=O)N1CCN(c2ccccc2F)CC1,1.09,1.0
C[C@H](c1ccccc1)n1cncc1C(=O)N1CCN(C2CC2)c2ccccc21,0.33,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(C(F)(F)F)cc(S(=O)(=O)N2CC3(COC3)C2)c1,9.0,1.0
Fc1cccc(F)c1-c1ccncc1CN1C(c2ccco2)=NO[C@@H]1c1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl,1.4,1.0
Cc1c(Cl)cccc1OCCCC(=O)N1CCC(Cc2cccc(C(=O)NCCS(=O)(=O)O)c2)c2ccccc21,24.0,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOc2ccc(cc2)-n2ccnc2)n1-c1ccc(F)cc1,0.057,1.0
Fc1ccccc1-c1ccnc2OCC(=O)N(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)Cc12,0.23,1.0
Cc1coc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,0.28,1.0
N.N.COc1ccc(cc1OC)N(C)c1cnc(SCc2c(F)cc(OCCCN(CCS(O)(=O)=O)CCS(O)(=O)=O)cc2F)n1-c1ccc(F)cc1,0.3,1.0
CC(C)N(Cc1cccnc1)C(=O)c1c(C)nn(C)c1Oc1cccc(Cl)c1Cl,0.3,1.0
Cc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,0.31,1.0
C[C@H](c1ccccc1)n1cncc1C(=O)N1CCN(C2CC2)c2ccccc12,0.33,1.0
N.COc1ccc(cc1OC)N(C)c1cnc(SCc2c(F)cc(OCCCS(O)(=O)=O)cc2F)n1-c1ccc(F)cc1,0.4,1.0
Cc1noc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,0.43,1.0
Cc1coc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,0.45,1.0
Clc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,0.46,1.0
COc1cc(ccc1C(O)=O)C1CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CC[C@H]1C(=O)NCCc1ccc(cc1)C#N,0.5,1.0
COc1ccc(cc1OC)N(C)c1cnc(SCc2c(F)cc(OCCCS([O-])(=O)=O)cc2F)n1-c1ccc(F)cc1,0.5,1.0
FC(F)(F)c1nc(cc(n1)N1CCC[C@H](C1)C(=O)NCCc1ccc(cc1)C#N)N1CCN(CC1)C1COC1,0.5,1.0
Cc1cc(C)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1C,0.6,1.0
[O-]C(=O)C(F)(F)F.CN(CC[N+](C)(C)C)C(=O)CCc1cc(Cl)c(Oc2ccsc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,0.71,1.0
Cc1ccc(C)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c1,0.72,1.0
CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,0.72,1.0
COc1ccc(cc1OC)N(C)c1cnc(SCc2c(F)cccc2F)n1-c1ccc(F)cc1,0.8,1.0
COc1cc(ccc1F)-n1c(SCc2c(F)cccc2F)ncc1N(C)c1ccc(OC)c(OC)c1,0.8,1.0
COC(=O)c1coc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,0.9,1.0
Cc1cc(ccn1)C(\C[C@H](c1ccc(cc1)C1C[C@H]2[C@@H](C1)C2C(O)=O)c1ccc(F)cc1F)=N/O,1.0,1.0
OC(=O)c1ccc(OC2CCN(CC2)c2cc(nc(n2)C(F)(F)F)N2CC[C@H]2C(=O)NCCc2ccc(cc2)C#N)cc1,1.0,1.0
CN1CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CCC[C@H](C1)C(=O)NCCc1ccc(cc1)C#N,1.0,1.0
OC(=O)[C@H]1CC[C@@H](CC1)c1ccc(cc1)-c1cc(nc(n1)C(F)(F)F)N1CC[C@H]1C(=O)NCCc1ccc(cc1)C#N,1.0,1.0
COc1cccc(c1)-c1noc(C)c1C(=O)N(C)c1ccc(Cl)cc1,1.0,1.0
OCC(CO)(CO)NC(=O)NCCCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,1.0,1.0
C[C@H](c1ccccc1)n1cncc1C(=O)N1CCN(CC1)c1ccccc1F,1.1,1.0
CC(C)N(Cc1ccc(C)nc1)C(=O)c1c(C)nn(C)c1Oc1cccc(Cl)c1Cl,1.2,1.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC(=O)c1ccc(COc2cc(Cl)c(CN3CSC[C@H]3C(=O)N3CCN(C4CC4)c4ccccc34)cc2Cl)cc1,1.2,1.0
Clc1cc2occc2cc1Oc1ccncc1C(=O)N1CCN(C2CC2)c2ccccc12,1.4,1.0
Fc1cccc(F)c1-c1ccncc1CN1[C@H](ON=C1c1ccco1)c1cc(cc(c1Cl)C(F)(F)F)C(F)(F)F,1.4,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOc2ccc(cc2)-n2ccnc2C)n1-c1ccc(F)cc1,1.5,1.0
Clc1ccc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c1,1.5,1.0
Cc1noc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,1.5,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOCc2c(F)cccc2Cl)n1-c1ccc(F)cc1,1.6,1.0
CCNc1nc2CCN(Cc2c(n1)C(N)=O)C(=O)CCc1ccc(SC(F)(F)F)cc1,1.6,1.0
CCOC(=O)c1coc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,1.7,1.0
CC(C)N(Cc1cncs1)C(=O)c1c(C)nn(C)c1Oc1cccc(Cl)c1Cl,1.8,1.0
OC(=O)c1ccc(cc1)-c1ccc(cc1)-c1cc(nc(n1)C(F)(F)F)N1CC[C@H]1C(=O)NCCc1ccc(cc1)C#N,2.0,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccc(F)cc1Cl,56.0,1.0
CN(C(=O)c1cc(Cl)nc(c1)C(F)(F)F)c1cnccc1-c1ccccc1C,56.0,1.0
Cc1cc(ccn1)C(C[C@@H](c1ccc(cc1)-c1ccc(cc1)C(O)=O)c1ccccc1C)N=O,57.0,1.0
COc1cc(F)ccc1-c1ccncc1N(CC#N)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,57.0,1.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1ccc2cccnc2c1,59.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(nc(c1)S(C)(=O)=O)C(F)(F)F,59.0,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccc(F)cc1OCC#N,60.0,1.0
Cc1ccnc(n1)N1CCC[C@H](C1)C(=O)NCCc1ccc(Cl)cc1,60.0,1.0
Cc1ccccc1[C@H](CC(N=O)c1ccc(=O)n(C)c1)c1ccc(cc1)-c1ccc(cc1)C(O)=O,60.0,1.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1ccc2ncsc2c1,60.0,1.0
FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(NCc1cnccc1-c1ccccc1)C#N,61.0,1.0
CO[C@@H]1C[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@H](CC[C@H]3[C@H]12)[C@H](C)CCC(=O)N(C)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,62.0,1.0
Fc1cccc(F)c1-c1ccncc1CNS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,62.0,1.0
Cc1c(oc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12)C(O)=O,63.0,1.0
FC(F)(F)c1nc(cc(n1)N1CCC[C@H](C1)C(=O)NCCc1ccc(nc1)C#N)N1CCNCC1,63.0,1.0
F[C@@H]1C[C@H](N(Cc2cc(Cl)ccc2Cl)C1)C(=O)N1CCN(C2CC2)c2ccccc12,63.0,1.0
